Study_ID,Cohort_ID,Shared_control_ID,Data_source,Data_location,Bird_species_Latin_binomial_name,Bird_species_English_common_name,Prey_species_Latin_binomial_name,Prey_English_common_name,Response,Observed_probability_behaviour,Treatment_stimulus,Number_eyespot,Diameter_eyespot,Pattern_shape,Note_probabiliy,Control_stimulus,Note_stimulus,Type_of_prey,Note__prey,Tn,Cn,T_proportion,C_proportion,T_mean,C_mean,T_sd,C_sd,Study_design,Group,Type_of_variance_statistic,Mean_median,Treatment_mean,Treatment_variance,Control_mean,Control_variance,Note
Hossie_2012,Hossie_2012_16,Hossie_2012_h,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,6,eyespots,,no pattern,countershaded-eyespots vs. countershaded-no eyespots,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.470277,0.274769,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 3, location 2"
Hossie_2012,Hossie_2012_17,Hossie_2012_i,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,6,eyespots,,no pattern,solid-eyespots vs. solid-no eyespots,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.258917,0.129458,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 3, location 3"
Hossie_2012,Hossie_2012_18,Hossie_2012_i,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,6,eyespots,,no pattern,countershaded-eyespots vs. countershaded-no eyespots,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.10568,0.261559,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 3, location 3"
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,0.7608156,1.22003546,0.6195796,0.95274976,independent,two,IQR,median,0.621808511,"25% = 0.43563829787234, 75% = 1.225",1.009042553,"25% = 0.718617021276595, 75% = 1.932446809",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,0.57960993,0.3537234,0.47345233,0.30394471,independent,two,IQR,median,0.47287234,"25% = 0.331382978723404, 75% = 0.934574468",0.286702128,"25% = 0.193617021276595, 75% = 0.580851064",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,0.28421986,6.20E+15,0.25133889,1.46E+16,independent,two,IQR,median,0.22712766,"25% = 0.152659574468085, 75% = 0.47287234",0.279255319,"25% = 0.18617021276595624, 75% = 0.562234043",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,0.13031915,0.27180851,0.14028217,0.24257126,independent,two,IQR,median,0.093085106,"25% = 0.0595744680851079, 75% = 0.238297872",0.215957447,"25% = 0.145212765957447, 75% = 0.454255319",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,0.19858156,0.3822695,0.1899654,0.31855743,independent,two,IQR,median,0.152659574,"25% = 0.342553191489361, 75% = 0.100531915",0.309042553,"25% = 0.21595744680851, 75% = 0.621808511",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2012,,,fig. 3,p.172,none,none,none,none,continuous,number of attacked,eyespots,2,6,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,25.66667,25.66667,NA,NA,1.56879433,1.10833333,1.2479268,0.87384104,independent,two,IQR,median,1.292021277,"25% = 0.912234043, 75% = 2.50212765957446",0.915957447,"25% = 0.647872340425531, 75% = 1.761170213",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,Hossie_2013_1,Hossie_2013_a,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.273243,0.183435,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 1"
Hossie_2013,Hossie_2013_2,Hossie_2013_a,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.288694,0.344704,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 1"
Hossie_2013,Hossie_2013_3,Hossie_2013_b,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.369811,0.286763,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 2"
Hossie_2013,Hossie_2013_4,Hossie_2013_b,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.453826,0.379468,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 2"
Hossie_2013,Hossie_2013_5,Hossie_2013_c,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.072382,0.018304,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 3"
Hossie_2013,Hossie_2013_6,Hossie_2013_c,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.068519,0.082039,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 1, location 3"
Hossie_2013,Hossie_2013_7,Hossie_2013_d,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.290698,0.205426,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 1"
Hossie_2013,Hossie_2013_8,Hossie_2013_d,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.29845,0.293605,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 1"
Hossie_2013,Hossie_2013_9,Hossie_2013_e,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.602713,0.532946,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 2"
Hossie_2013,Hossie_2013_10,Hossie_2013_e,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.606589,0.608527,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 2"
Hossie_2013,Hossie_2013_11,Hossie_2013_f,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs.no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.151163,0.069767,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 3"
Hossie_2013,Hossie_2013_12,Hossie_2013_f,fig. S2,supplementary Material,none,none,none,none,proportion,survival,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,96,96,0.129845,0.135659,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,"site 2, location 3"
Hossie_2013,,,text,p.387,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,92.5,92.5,NA,NA,6.13,4.39,5.482084458,3.654722972,independent,two,SE,mean,6.13,0.57,4.39,0.38,"F1,181 = 8.26, P = 0.005"
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.593427,1.32676056,1.967424,1.15611512,independent,two,IQR,median,1.270422535,"25% = 0.661971830985915,  75% = 2.84788732394366 ",1.146478873,"75% = 2.05915492957746, 25% = 0.774647887323943",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.7896714,0.42535211,0.9735706,0.40565443,independent,two,IQR,median,0.63943662,"25% = 0.32394366197183, 75% = 1.4056338028169",0.357746479,"75% = 0.68450704225352, 25% = 0.233802816901408",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.6244131,0.29765258,0.8113089,0.31438218,independent,two,IQR,median,0.504225352,"75% = 1.13521126760563, 75% = 0.233802816901408",0.233802817,"75% = 0.504225352112675, 25% = 0.154929577464788",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.5618153,0.36525822,0.6287644,0.36508898,independent,two,IQR,median,0.414084507,"75% = 0.909859154929577, 25% = 0.211267605633802",0.312676056,"75% = 0.594366197183098, 25% = 0.188732394366196",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.8798122,0.19248826,1.1966806,0.19268585,independent,two,IQR,median,0.729577465,"75% = 1.61971830985915, 25% = 0.290140845070422",0.166197183,"75% = 0.312676056338027, 25% = 0.0985915492957744",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-resting posture vs. no eyespots-resting posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.593427,1.08262911,1.977565,1.06484287,independent,two,IQR,median,1.281690141,"75% = 2.84788732394366, 25% = 0.650704225352112",0.876056338,"75% = 1.77746478873239, 25% = 0.594366197183098",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.57840376,1.5971831,2.0688376,2.0181308,independent,two,IQR,median,1.202816901,"75% = 2.91549295774647, 25% = 0.616901408450704",1.157746479,"75% = 2.93802816901408, 25% = 0.695774647887323",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.78497653,1.00751174,2.3426543,1.1966806,independent,two,IQR,median,1.36056338,"75% = 3.29859154929577, 25% = 0.695774647887323",0.774647887,"75% = 1.78873239436619, 25% = 0.459154929577464",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.03004695,0.54553991,1.3386596,0.6287644,independent,two,IQR,median,0.774647887,"75% = 1.90140845070422, 25% = 0.414084507042252",0.425352113,"75% = 0.954929577464788, 25% = 0.256338028169013",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.5342723,0.51924883,0.730178,0.6490471,independent,two,IQR,median,0.414084507,"75% = 0.999999999999999, 25% = 0.188732394366196",0.369014085,"75% = 0.954929577464788, 25% = 0.233802816901408",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,0.93239437,0.64694836,1.2169633,0.7504607,independent,two,IQR,median,0.707042254,"75% = 1.72112676056337, 25% = 0.369014084507041",0.504225352,"75% = 1.13521126760563, 25% = 0.301408450704225",no sample size; the number and location of peck attacks on pastrycaterpillars
Hossie_2013,,,fig. 4,p.388,none,none,none,none,continuous,number of attacked,eyespots,2,4.5,eyespots,,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture,artificial,models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,7.708333,7.708333,NA,NA,1.59342723,1.51455399,2.109403,1.9167172,independent,two,IQR,median,1.202816901,"75% = 2.96056338028168, 25% = 0.616901408450704",1.090140845,"75% = 2.79154929577464, 25% = 0.661971830985915",no sample size; the number and location of peck attacks on pastrycaterpillars
Ho_2016,Ho_2016,Ho_2016_a,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.6,0.1,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 1
Ho_2016,Ho_2016,Ho_2016_b,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.9,0.55,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 2
Ho_2016,Ho_2016,Ho_2016_c,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.8,0.45,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 3
Ho_2016,Ho_2016,Ho_2016_a,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.35,0.15,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 1
Ho_2016,Ho_2016,Ho_2016_b,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.4,0.3,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 2
Ho_2016,Ho_2016,Ho_2016_c,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.5,0.35,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 3
Ho_2016,Ho_2016,Ho_2016_a,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.6,0.25,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 1
Ho_2016,Ho_2016,Ho_2016_b,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.6,0.15,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 2
Ho_2016,Ho_2016,Ho_2016_c,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,8,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.5,0.3,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 3
Ho_2016,Ho_2016,Ho_2016_a,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.55,0.35,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 1
Ho_2016,Ho_2016,Ho_2016_b,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.55,0.4,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 2
Ho_2016,Ho_2016,Ho_2016_c,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion,survival,eyespots,2,6,eyespots,calculated by AM; (total-predated)/total,no pattern,"model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",real,paper models of the dingy bush brown butterfly,20,20,0.45,0.4,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,trial 3
Stevens_2013,Stevens_2013_1,Stevens_2013_a,fig. 2,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,circle,,no pattern,blue; 2mm,artificial,"distractive marking; 5.5cm wide, 2.8cm high",80,80,0.448584,0.439642,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Stevens_2013,Stevens_2013_2,Stevens_2013_a,fig. 2,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,circle,,no pattern,green; 2mm,artificial,"distractive marking; 5.5cm wide, 2.8cm high",80,80,0.436662,0.439642,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Stevens_2013,Stevens_2013_3,Stevens_2013_a,fig. 2,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,circle,,no pattern,white; 2mm,artificial,"distractive marking; 5.5cm wide, 2.8cm high",80,80,0.388972,0.439642,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Stevens_2013,Stevens_2013_4,Stevens_2013_a,fig. 2,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,circle,,no pattern,red; 2mm,artificial,"distractive marking; 5.5cm wide, 2.8cm high",80,80,0.365127,0.439642,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Stevens_2013,Stevens_2013_5,Stevens_2013_b,fig. 4,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,mottles,,no pattern,targets with high contrast distractive markings placed towards the target centre,artificial,"distractive marking; 6.3cm wide, 3.1cm high",60,60,0.441948,0.694132,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Stevens_2013,Stevens_2013_6,Stevens_2013_b,fig. 4,supplementary Material,none,none,none,none,proportion,survival,conspicuous,NA,NA,mottles,,no pattern,towards the margins of the target,artificial,"distractive marking; 6.3cm wide, 3.1cm high",60,60,0.604245,0.694132,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,
Vallin_2010,Vallin_2010_1,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion,survival,eyespots,4,5.09,eyespots,calculated by AM; (total-predated)/total,no pattern,male moth; sham-painted on the basal part of their wings so as to leave theireyespots intact vs. control,real,,12,12,0.5,0.5,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,culculated by AM
Vallin_2010,Vallin_2010_1,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion,attacked,eyespots,4,5.09,eyespots,calculated by AM; (total-predated)/total,no pattern,male moth; sham-painted on the basal part of their wings so as to leave theireyespots intact vs. control,real,,12,12,0.5,0.583333,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,culculated by AM
Vallin_2010,Vallin_2010_2,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion,survival,eyespots,4,5.09,eyespots,calculated by AM; (total-predated)/total,no pattern,male moth; unmanipulated vs. control,real,,12,12,0.166667,0.5,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,culculated by AM
Vallin_2010,Vallin_2010_2,Vallin_2010_a,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion,attacked,eyespots,4,5.09,eyespots,calculated by AM; (total-predated)/total,no pattern,male moth; unmanipulated vs. control,real,,12,12,1,0.583333,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,culculated by AM
Vallin_2010,Vallin_2010_3,Vallin_2010_b,table. 2,p.14,Parus_caeruleus,none,Saturnia_pavonia,emperor moth,proportion,survival,eyespots,4,5.09,eyespots,calculated by AM; (total-predated)/total,no pattern,female moth; unmanipulated vs. control,real,,12,12,0.666667,0.833333,NA,NA,NA,NA,independent,two,NA,NA,NA,NA,NA,NA,culculated by AM
