Study_ID,Cohort_ID,Shared_control_ID,Obs_ID,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Number_pattern,Diameter_pattern,Area_pattern,Shape_pattern,Control_stimulus,Note_stimulus,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,MT_mean,MC_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,Note
Brilot_2009,Brilot_2009_4,Brilot_2009_d,54,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.048283262,0.051502146,0.951716738,0.948497854,0.068282844,0.075869826,0.048283262,0.051502146,dependent,predator,mean,0.048283262,0.051502146,SEM,0.024141631,0.026824034,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,55,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.031147541,0.05942623,0.968852459,0.94057377,0.047526849,0.064914721,0.031147541,0.05942623,dependent,predator,mean,0.031147541,0.05942623,SEM,0.016803279,0.02295082,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,56,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.033196721,0.104508197,0.966803279,0.895491803,0.035934935,0.129829442,0.033196721,0.104508197,dependent,predator,mean,0.033196721,0.104508197,SEM,0.012704918,0.045901639,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,57,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.000409836,0.044672131,0.999590164,0.955327869,0,0.052163615,0.000409836,0.044672131,dependent,predator,mean,0.000409836,0.044672131,SEM,0,0.018442623,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,58,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.003688525,0.042622951,0.996311475,0.957377049,0.011591914,0.054481998,0.003688525,0.042622951,dependent,predator,mean,0.003688525,0.042622951,SEM,0.004098361,0.019262295,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,59,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.060655738,0.05942623,0.939344262,0.94057377,0.044049275,0.064914721,0.060655738,0.05942623,dependent,predator,mean,0.060655738,0.05942623,SEM,0.01557377,0.02295082,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,60,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.046311475,0.104508197,0.953688525,0.895491803,0.022024637,0.129829442,0.046311475,0.104508197,dependent,predator,mean,0.046311475,0.104508197,SEM,0.007786885,0.045901639,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,61,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.044262295,0.044672131,0.955737705,0.955327869,0.044049275,0.052163615,0.044262295,0.044672131,dependent,predator,mean,0.044262295,0.044672131,SEM,0.01557377,0.018442623,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,62,UK,fig. 5c,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent on foodbowl,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.025,0.042622951,0.975,0.957377049,0.027820595,0.054481998,0.025,0.042622951,dependent,predator,mean,0.025,0.042622951,SEM,0.009836066,0.019262295,NA,NA,NA,NA,
Vallin_2011,Vallin_2011_1,Vallin_2011_a,63,Finland,fig. 2,p.1663,Parus_caeruleus,blue tit,none,none,continuous,number,Decrease,mean frequency of attacks ,,eyespot,1,3,7.068583471,eyespot,camouflage,mix,artificial,abstract_butterfly,omnivore,NA,NA,15,15,6.96585,5.08293,-6.96585,-5.08293,3.36287271,3.400673027,NA,NA,dependent,predator,mean,6.96585,5.08293,SE,0.86829,0.87805,NA,NA,NA,NA,
Vallin_2011,Vallin_2011_1,Vallin_2011_a,64,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,3,7.068583471,eyespot,camouflage,right position + exposing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,2.6158,2.28883,,,0.716366333,0.716366333,NA,NA,dependent,predator,mean,2.6158,2.28883,SE,0.26158,0.26158,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,65,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,3,7.068583471,eyespot,camouflage,left position + exposing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,1.96185,2.28883,,,0.179105276,0.716366333,NA,NA,dependent,predator,mean,1.96185,2.28883,SE,0.0654,0.26158,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,66,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,3,7.068583471,eyespot,camouflage,right position + concealing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,8.55041,8.22343,,,3.581831665,2.507282165,NA,NA,dependent,predator,mean,8.55041,8.22343,SE,1.3079,0.91553,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,67,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,3,7.068583471,eyespot,camouflage,left position + concealing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,8.81199,8.22343,,,3.447530094,2.507282165,NA,NA,dependent,predator,mean,8.81199,8.22343,SE,1.25886,0.91553,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,68,Finland,fig. 2,p.1663,Parus_caeruleus,blue tit,none,none,continuous,number,Increase,mean frequency of attacks ,,eyespot,1,6,28.27433388,eyespot,camouflage,mix,artificial,abstract_butterfly,omnivore,NA,NA,15,15,6.45854,5.54146,,,4.231931443,4.156369538,NA,NA,dependent,predator,mean,6.45854,5.54146,SE,1.09268,1.07317,NA,NA,NA,NA,
Vallin_2011,Vallin_2011_1,Vallin_2011_a,69,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,6,28.27433388,eyespot,camouflage,right position + exposing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,2.48501,2.14169,,,0.537288443,0.492512124,NA,NA,dependent,predator,mean,2.48501,2.14169,SE,0.19619,0.17984,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,70,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,6,28.27433388,eyespot,camouflage,left position + exposing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,2.35422,2.14169,,,0.716366333,0.492512124,NA,NA,dependent,predator,mean,2.35422,2.14169,SE,0.26158,0.17984,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,71,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,6,28.27433388,eyespot,camouflage,right position + concealing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,9.10627,7.58583,,,3.492279027,2.596834804,NA,NA,dependent,predator,mean,9.10627,7.58583,SE,1.2752,0.94823,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Vallin_2011,Vallin_2011_1,Vallin_2011_a,72,Finland,fig. 3,p.1663,Parus_caeruleus,blue tit,none,none,continuous,latency,Increase,latency to attack ,,eyespot,1,6,28.27433388,eyespot,camouflage,left position + concealing,artificial,abstract_butterfly,omnivore,NA,NA,7.5,7.5,7.55313,7.58583,,,2.641611123,2.596834804,NA,NA,dependent,predator,mean,7.55313,7.58583,SE,0.96458,0.94823,NA,NA,NA,NA," authors only reported total sample size (left eyespots and right eyespots), so the sample size was equally divided between the two stimuli"
Olofsson&Lovlie_2013,Olofsson&Lovlie_2013_1,Olofsson&Lovlie_2013_a,73,Sweden,text,p.308,Gallus_gallus,domestic fowl,Inachis_io,peacock butterfly,continuous,latency,Increase,latency to resumed foraging ,,eyespot,2,9.91,77.13246137,eyespot,no pattern,,real,butterfly,omnivore,both,adult,23,17,153.5,64.33333,,,133.1441,54.16145,NA,NA,independent,predator,median,137,58,IQR,NA,NA,77.5,246,29,36,"t-test: N = 40, t =  3.42, degrees of freedom = 27.8, p = 0.0019"
Olofsson&Lovlie_2013,Olofsson&Lovlie_2013_1,Olofsson&Lovlie_2013_a,74,Sweden,text,p.308,Gallus_gallus,domestic fowl,Inachis_io,peacock butterfly,proportion1,number,Increase,number of birds that escaped,,eyespot,2,9.91,77.13246137,eyespot,no pattern,,real,butterfly,omnivore,both,adult,23,17,NA,NA,,,NA,NA,0.826086957,0.647058824,independent,predator,NA,19,11,NA,NA,NA,NA,NA,NA,NA,"FisherÕs Exact test: N = 40, p = 0.27"
Olofsson&Lovlie_2013,Olofsson&Lovlie_2013_1,Olofsson&Lovlie_2013_a,75,Sweden,text,p.308,Gallus_gallus,domestic fowl,Inachis_io,peacock butterfly,proportion1,number,Increase,number of birds that made alarm calls,,eyespot,2,9.91,77.13246137,eyespot,no pattern,,real,butterfly,omnivore,both,adult,23,17,NA,NA,,,NA,NA,0.565217391,0.058823529,independent,predator,NA,13,1,NA,NA,NA,NA,NA,NA,NA,"FisherÕs Exact test, N = 40; p = 0.00094"
Skelhorn_2014,Skelhorn_2014_1,Skelhorn_2014_a,76,UK,fig. 1,p.1419,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillar; anterior eyespot. eyespots was produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was thenante painted inside each of  these; and finally, a small white spot of  pain (Å0.1cm diameter) was added to the centre of  the black circles",artificial,caterpillar,omnivore,NA,chick,9,9,167.79661,40.21572,,,74.88444,16.641,NA,NA,independent,predator,mean,167.79661,40.21572,SEM,24.96148,5.547,NA,NA,NA,NA,± 1 SEM
Skelhorn_2014,Skelhorn_2014_2,Skelhorn_2014_a,77,UK,fig. 1,p.1419,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillar; centrally-placed eyespot. eyespots was produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  these; and finally, a small white spot of  pain (Å0.1cm diameter) was added to the centre of  the black circles",artificial,caterpillar,omnivore,NA,chick,9,9,34.66872,40.21572,,,17.68104,16.641,NA,NA,independent,predator,mean,34.66872,40.21572,SEM,5.89368,5.547,NA,NA,NA,NA,± 1 SEM
Skelhorn_2014,Skelhorn_2014_1,Skelhorn_2014_a,78,UK,fig. 1,p.1419,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillar; anterior eyespot. eyespots was produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was thenante painted inside each of  these; and finally, a small white spot of  pain (Å0.1cm diameter) was added to the centre of  the black circles",artificial,caterpillar,omnivore,NA,chick,9,9,278.73652,192.06471,,,86.32512,60.32358,NA,NA,independent,predator,mean,278.73652,192.06471,SEM,28.77504,20.10786,NA,NA,NA,NA,± 1 SEM
Skelhorn_2014,Skelhorn_2014_2,Skelhorn_2014_a,79,UK,fig. 1,p.1419,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillar; centrally-placed eyespot. eyespots was produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  these; and finally, a small white spot of  pain (Å0.1cm diameter) was added to the centre of  the black circles",artificial,caterpillar,omnivore,NA,chick,9,9,57.55008,192.06471,,,27.04161,60.32358,NA,NA,independent,predator,mean,57.55008,192.06471,SEM,9.01387,20.10786,NA,NA,NA,NA,± 1 SEM
DeBona_2015,DeBona_2015_1,DeBona_2015_a,80,Finland,fig. 3,p.4,Parus_major,great tit,Caligo_martia,owl butterfly,proportion2,proportion,Increase,propotion of aversion (startle and flee bird),,eyespot,2,NA,,eyespot,no pattern,projection onto computer monitor,real,butterfly,omnivore,NA,NA,50,38,0.676415094,0.25754717,,,0.580361228,0.540840096,0.676,0.2603,independent,predator,mean,0.676415094,0.25754717,SE,0.082075472,0.087735849,NA,NA,NA,NA,
DeBona_2015,DeBona_2015_1,DeBona_2015_a,81,Finland,fig. 3,p.4,Parus_major,great tit,Caligo_martia,owl butterfly,proportion2,proportion,Increase,propotion of aversion (startle and flee bird),,conspicuous,2,NA,,circle,no pattern,yellow; projection onto computer monitor,real,butterfly,omnivore,NA,NA,46,38,0.336792453,0.25754717,,,0.518272383,0.540840096,0.337,0.26,independent,predator,mean,0.336792453,0.25754717,SE ,0.076415094,0.087735849,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_1,Hossie_2015_a,82,Canada,"text, fig. 3","p.6665, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency of attack ,,eyespot,2,2.2,3.801327111,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 2.2 mm in diameter, 2 mm apart, and 3.5 mm from the anterior tip, with a 1.5mm black pupil and a 0.5mm white sparkle. small prey were 25 mm long and 6 mm in diameter",artificial,caterpillar,omnivore,female,chick,10,10,40.6,148.8,,,16.98143104,52.93652803,NA,NA,independent,predator,mean,40.6,148.8,SEM,5.37,16.74,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_2,Hossie_2015_a,83,Canada,"text, fig. 3","p.6665, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency of attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. small prey were 25 mm long and 6 mm in diameter",artificial,caterpillar,omnivore,female,chick,10,10,17.2,148.8,,,11.13121736,52.93652803,NA,NA,independent,predator,mean,17.2,148.8,SEM,3.52,16.74,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_3,Hossie_2015_b,84,Canada,"text, fig. 3","p.6665, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency of attack ,,eyespot,2,2.2,3.801327111,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 2.2 mm in diameter, 2 mm apart, and 3.5 mm from the anterior tip, with a 1.5mm black pupil and a 0.5mm white sparkle. large prey were 40 mm long and 7 mm in diameter.",artificial,caterpillar,omnivore,female,chick,10,10,187,154.2,,,45.78978052,54.39117575,NA,NA,independent,predator,mean,187,154.2,SEM,14.48,17.2,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_4,Hossie_2015_b,85,Canada,"text, fig. 3","p.6665, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency of attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. large prey were 40 mm long and 7 mm in diameter. ",artificial,caterpillar,omnivore,female,chick,10,10,378.1,154.2,,,93.06583154,54.39117575,NA,NA,independent,predator,mean,378.1,154.2,SEM,29.43,17.2,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_1,Hossie_2015_a,86,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,2.2,3.801327111,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 2.2 mm in diameter, 2 mm apart, and 3.5 mm from the anterior tip, with a 1.5mm black pupil and a 0.5mm white sparkle. small prey were 25 mm long and 6 mm in diameter",artificial,caterpillar,omnivore,female,chick,10,10,2.5,2.7,,,5.533985905,4.74341649,NA,NA,independent,predator,mean,2.5,2.7,SEM,1.75,1.5,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_2,Hossie_2015_a,87,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. small prey were 25 mm long and 6 mm in diameter",artificial,caterpillar,omnivore,female,chick,10,10,1,2.7,,,2.308462692,4.74341649,NA,NA,independent,predator,mean,1,2.7,SEM,0.73,1.5,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_3,Hossie_2015_b,88,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,2.2,3.801327111,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 2.2 mm in diameter, 2 mm apart, and 3.5 mm from the anterior tip, with a 1.5mm black pupil and a 0.5mm white sparkle. large prey were 40 mm long and 7 mm in diameter.",artificial,caterpillar,omnivore,female,chick,10,10,34,42.6,,,15.43191498,15.68489719,NA,NA,independent,predator,mean,34,42.6,SEM,4.88,4.96,NA,NA,NA,NA,
Hossie_2015,Hossie_2015_4,Hossie_2015_b,89,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. large prey were 40 mm long and 7 mm in diameter. ",artificial,caterpillar,omnivore,female,chick,10,10,159.2,42.6,,,102.4577962,15.68489719,NA,NA,independent,predator,mean,159.2,42.6,SEM,32.4,4.96,NA,NA,NA,NA,
Mukherjee_2015,Mukherjee_2015_1,Mukherjee_2015_a,90,India,"text, fig. 1",p.3,Gallus_gallus,domestic fowl,Junonia_almana,peacock pansy butterfly,proportion1,proportion,Decrease,number of birds that first attack ,,eyespot,2,9,63.61725124,eyespot,no pattern,butterfly models were digitally manipulated from a photograph of a real specimen of J. almana in its resting position,real,butterfly,omnivore,NA,chick,84,84,NA,NA,0.726190476,0.273809524,NA,NA,0.273809524,0.726190476,dependent,predator,NA,23,61,NA,NA,NA,NA,NA,NA,NA,"binomial Test, N = 84; P = 0.0001"
Mukherjee_2015,Mukherjee_2015_2,Mukherjee_2015_b,91,India,"text, fig. 1",p.3,Gallus_gallus,domestic fowl,Junonia_almana,peacock pansy butterfly,proportion1,proportion,Decrease,number of birds that first attack ,,eyespot,5,4.02,12.69234848,eyespot,no pattern,butterfly models were digitally manipulated from a photograph of a real specimen of J. almana in its resting position; diameter was calculated by AM,real,butterfly,omnivore,NA,chick,89,89,NA,NA,0.528089888,0.471910112,NA,NA,0.471910112,0.528089888,dependent,predator,NA,42,47,NA,NA,NA,NA,NA,NA,NA,"binomial Test, N = 89; P = 0.5250"
Skelhorn_2016,Skelhorn_2016_1,Skelhorn_2016_a,92,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to inspect,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (Å0.1cm diameter) was added to the center of  the black circles",artificial,caterpillar,omnivore,female,chick,9,9,168.53538,46.24117,,,101.42187,23.22414,NA,NA,independent,predator,mean,168.53538,46.24117,SE,33.80729,7.74138,NA,NA,NA,NA,
Skelhorn_2016,Skelhorn_2016_2,Skelhorn_2016_b,93,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to inspect,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (Å0.1cm diameter) was added to the center of  the black circles",artificial,caterpillar,omnivore,female,chick,9,9,186.76192,192.83743,,,125.82192,108.18333,NA,NA,independent,predator,mean,186.76192,192.83743,SE,41.94064,36.06111,NA,NA,NA,NA,
Skelhorn_2016,Skelhorn_2016_1,Skelhorn_2016_a,94,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (Å0.1cm diameter) was added to the center of  the black circles",artificial,caterpillar,omnivore,female,chick,9,9,345.47559,146.32164,,,58.86012,48.10074,NA,NA,independent,predator,mean,345.47559,146.32164,SE,19.62004,16.03358,NA,NA,NA,NA,
Skelhorn_2016,Skelhorn_2016_2,Skelhorn_2016_b,95,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack ,,eyespot,2,4.5,15.90431281,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (Å0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (Å0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (Å0.1cm diameter) was added to the center of  the black circles",artificial,caterpillar,omnivore,female,chick,9,9,364.88466,396.10795,,,74.04984,122.15058,NA,NA,independent,predator,mea,364.88466,396.10795,SE,24.68328,40.71686,NA,NA,NA,NA,
Forsman_2004,Forsman_2004_1,Forsman_2004_a,96,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,2,9.49,70.73303714,circle,no pattern,blue,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,0.5,0.5,NA,NA,0.5,0.5,dependent,predator,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,two-tailed binomial test; p = 0.9
Forsman_2004,Forsman_2004_2,Forsman_2004_b,97,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,2,9.49,70.73303714,circle,no pattern,red,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,0.52866,0.47134,NA,NA,0.47134,0.52866,dependent,predator,NA,0.47134,0.52866,NA,NA,NA,NA,NA,NA,NA,two-tailed binomial test; p = 0.86
Forsman_2004,Forsman_2004_3,Forsman_2004_c,98,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,2,9.49,70.73303714,circle,no pattern,white,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,0.32643,0.67357,NA,NA,0.67357,0.32643,dependent,predator,NA,0.67357,0.32643,NA,NA,NA,NA,NA,NA,NA,two-tailed binomial test; p = 0.098
