Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"张馨月, 刘岩, 张秀梅, 高天翔","基于 COⅠ 基因的西南大西洋部分经济鱼类 DNA 条形码鉴定",2014,"水生生物学报","ssswxb.ihb.ac.cn","http://ssswxb.ihb.ac.cn/fileSSSWXB/journal/article/ssswxb/2014/6/PDF/20140622.pdf","https://scholar.google.com/scholar?cites=160206012253222701&as_sdt=2005&sciodt=2007&hl=en",21,"2023-06-16 12:11:17","PDF","","","",,,,,13,1.44,3,4,9,"… 这一结论在许多鱼类[6, 7], 昆虫[8, 9]和鸟类[10]等动物中均得到很… 1.1 实验材料与形态学鉴定 本研究样本来自于山东荣成某渔业… 数据库中与形态鉴定为眼点平 (Sebastes oculatus)一致性最高…","http://ssswxb.ihb.ac.cn/fileSSSWXB/journal/article/ssswxb/2014/6/PDF/20140622.pdf","https://scholar.google.com/scholar?q=related:LTc884QqOQIJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
1,"C Guo, R Zhang, H Shan, H Kong","Effects of regulatory evolution on morphological diversity",2014,"Biodiversity Science","biodiversity-science.net","https://www.biodiversity-science.net/EN/10.3724/SP.J.1003.2014.13247","https://scholar.google.com/scholar?cites=11339409521752959341&as_sdt=2005&sciodt=2007&hl=en",22,"2023-06-16 12:11:17","","10.3724/SP.J.1003.2014.13247","","",,,,,1,0.11,0,4,9,"… 蝴蝶翅膀的眼 点是由许多不同色彩的鳞片所组成的同心环结构, 在蝴蝶逃避捕食者的过程中 发挥着重要作用.对于 很多… Carroll实验室的一系列研究证明, dll,spalt和 engrailed等基因参与了…","https://www.biodiversity-science.net/EN/article/downloadArticleFile.do?attachType=PDF&id=8706","https://scholar.google.com/scholar?q=related:bWnEmuGsXZ0J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"赵毓郎, 陈景芸","人工饲养棉铃虫方法的概述",2012,"商品与质量: 学术观察","","","",23,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,2,11,"","","https://scholar.google.com/scholar?q=related:YFB7GJgVRhMJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
1,"蔡华伟, 杨群","2017 年古生物学热点回眸",2018,"科技导报","kjdb.org","http://www.kjdb.org/CN/article/downloadArticleFile.do?attachType=PDF&id=14738","https://scholar.google.com/scholar?cites=9194863267515962408&as_sdt=2005&sciodt=2007&hl=en",24,"2023-06-16 12:11:17","PDF","","","",,,,,1,0.20,1,2,5,"… 中国科学院资源地层学与古地理学重点实验室,南京210008 3. … 蜻蜓属于视力很好的捕食者,黄氏 憶人扇蟌标本 胫节上的眼点… 缓慢,因此成为一些更强 大的捕食者(如鸟类或者翼龙)的盘中之餐,这…","http://www.kjdb.org/CN/article/downloadArticleFile.do?attachType=PDF&id=14738","https://scholar.google.com/scholar?q=related:KJST4my3mn8J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"李永芬","鳌虾的池塘繁殖",1992,"河南水产","","","",25,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,1,31,"","","https://scholar.google.com/scholar?q=related:f9otr55_0twJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
2,"陈文笔, 张琳, 徐继林, 潘克厚","外源水杨酸提高微拟球藻低温抗逆性的应用",2017,"农业生物技术学报","journal05.magtech.org.cn","http://journal05.magtech.org.cn/Jwk_ny/CN/article/downloadArticleFile.do?attachType=PDF&id=10699","https://scholar.google.com/scholar?cites=16252254445382265763&as_sdt=2005&sciodt=2007&hl=en",26,"2023-06-16 12:11:17","PDF","","","",,,,,2,0.33,1,4,6,"… 条去饱和酶基因的相对转录水平分析 根据预实验结果,选取该实验条件下基因转录 水平恒定的内 … 高温胁迫下外源茉莉酸 甲酯,钙和水杨酸对蝴蝶兰幼苗耐热性的影响[J]. 中国 农学通报, 27(28): …","http://journal05.magtech.org.cn/Jwk_ny/CN/article/downloadArticleFile.do?attachType=PDF&id=10699","https://scholar.google.com/scholar?q=related:o-tFWE-bi-EJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
2,"Z Xiao-Dong, LI Chao-Pin, Z Jin-Hong…","Metorchis orientalis founded in basin of Wuhu City, Anhui Province",2015,"Chinese Journal of …","zgxfzz.com","http://www.zgxfzz.com/EN/10.16250/j.32.1374.2015052","https://scholar.google.com/scholar?cites=12671502728427468441&as_sdt=2005&sciodt=2007&hl=en",27,"2023-06-16 12:11:17","","10.16250/j.32.1374.2015052","","",,,,,2,0.25,1,4,8,"… 螺类进行压片镜检,结果仅在纹沼螺中发现了1种有 眼点和尾鳍的… 为家鸭等 鸟禽类,但有研究发现 除家禽外,野生禽鸟等也可作 为… 病人,及时处理病 畜病禽,以避免东方次睾吸虫病传播与流行. (志…","http://www.zgxfzz.com/EN/article/downloadArticleFile.do?attachType=PDF&id=10204","https://scholar.google.com/scholar?q=related:mfZPUpg42q8J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
13,"滕力平, 杨担光, 李晓光, 李宗文, 周传学, 杨为东","二线小丑鱼的人工繁殖",2005,"水产科学","shchkx.com","http://www.shchkx.com/CN/article/downloadArticleFile.do?attachType=PDF&id=14235","https://scholar.google.com/scholar?cites=769015823868333764&as_sdt=2005&sciodt=2007&hl=en",28,"2023-06-16 12:11:17","PDF","","","",,,,,13,0.72,2,6,18,"… 饲养二线小丑8 尾, 红小丑6 尾,兰雀鲷6 尾,富翁4 尾,计24 尾小型… 囊 胚,20 h 原肠胚形成,42 h 出现眼点,体节,心跳52 9 54 次/min,… 主讲老师及学习方式: (1)本次研修班由我院及省内著名的专家,…","http://www.shchkx.com/CN/article/downloadArticleFile.do?attachType=PDF&id=14235","https://scholar.google.com/scholar?q=related:xI5TQNEXrAoJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"周维武, 王海涛, 邢克敏","北方缢蛏养殖技术",2003,"科学养鱼","cqvip.com","http://www.cqvip.com/qk/92435x/20037/8104292.html","",29,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,3,20,"… 实验表明, 缢蛏亲贝入池培养难度较大. 因此, 适时掌握亲贝性腺… 一般培育7 天在其足基部出现 一模糊眼点, 壳长达到200 微米… 发现敌害, 及时捕捉或用药物杀灭, 并备有鞭炮驱赶鸟类. 5, 成蛏…","","https://scholar.google.com/scholar?q=related:SDkoGZt7TXgJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"冯志萍, 余为, 陈新军","东太平洋茎柔鱼与智利竹筴鱼的资源与环境研究进展",,"水产科学","shchkx.com","http://www.shchkx.com/CN/article/downloadArticleFile.do?attachType=PDF&id=16557","",30,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,3,,"… 开发重点实验室, 农业农村部大洋渔业资源环境科学观测实验站,… 作为捕 食者,茎柔鱼以捕食眼点 半线脂鲤(Hemigrammus ocellifer… 作为被捕食者,两者均是许多大型海洋哺 乳动物,大型鱼类,海鸟…","http://www.shchkx.com/CN/article/downloadArticleFile.do?attachType=PDF&id=16557","https://scholar.google.com/scholar?q=related:kwb6brjE7XAJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
1,"张丽, 马含夕, 袁捷","儿童溃疡性结肠炎",2012,"临床荟萃","lchc.hebmu.edu.cn","https://lchc.hebmu.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=15204","https://scholar.google.com/scholar?cites=8021993750508490529&as_sdt=2005&sciodt=2007&hl=en",31,"2023-06-16 12:11:17","PDF","","","",,,,,1,0.09,0,3,11,"… 3实验室和其他检查 3.1血液检查血液检查包括血常规,血沉,C… 着 眼点是针对发病机制的各个重要 环节予以阻断. 4.1一般治疗 … 6一硫鸟嘌呤堆 积所必须的,TPMT缺乏将导致6一硫鸟嘌呤堆积,而 …","https://lchc.hebmu.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=15204","https://scholar.google.com/scholar?q=related:IU92UdDYU28J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"原秀云, 刘金龙, 曾晓茂, 郭宪光","3 种麻蜥 MHC I 类基因外显子 3 和外显子 4 序列特征",2014,"应用与环境生物学报","lacerta.de","https://www.lacerta.de/AF/Bibliografie/BIB_8439_X.pdf","",32,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,4,9,"… 系统密切相关,MHC基因特征在哺乳类,鸟类,两栖类和鱼类中已被较… 通 过转录组测序,比较妊娠 和非妊娠的眼点石龙子(Chalcides … 1.1 实验材料 野外采集获得妊娠中期的密点麻蜥2号,荒漠麻蜥3…","https://www.lacerta.de/AF/Bibliografie/BIB_8439_X.pdf","https://scholar.google.com/scholar?q=related:D46k3TinZRsJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
5,"林国清, 林丹, 陈曦飞, 刘燕飞, 黄健, 廖碧钗, 张良松…","泥东风螺 (Babylonia lutosa) 规模化人工育苗技术和早期发育观察",2015,"渔业研究","hyyysci.com","http://www.hyyysci.com/CN/abstract/abstract8645.shtml","https://scholar.google.com/scholar?cites=13158054200014769488&as_sdt=2005&sciodt=2007&hl=en",33,"2023-06-16 12:11:17","","","","",,,,,5,0.63,1,8,8,"… 野 生亲螺100 kg,放养在福建省大成水产良种繁育 试验中心的2 ロ亲螺培育池,放养密度1.4 kg/ m … 每次筛苗前 后,稚螺使用15 mg/L高锰酸钾溶液等药物浸浴消 毒5 ~10 min,预防因稚螺受伤引起…","http://www.hyyysci.com/CN/article/downloadArticleFile.do?attachType=PDF&id=8645","https://scholar.google.com/scholar?q=related:UI03n5TMmrYJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"谢玺, 滕炜鸣, 李华琳, 朱守维, 杜尚昆…","魁蚶生物学与增养殖技术研究进展",2020,"大连海洋大学 …","xuebao.dlou.edu.cn","https://xuebao.dlou.edu.cn/CN/Y2020/V35/I6/930","",34,"2023-06-16 12:11:17","","","","",,,,,0,0.00,0,6,3,"… 料理刺身的主要食材ꎬ 斧足可加工成蝴蝶状干冻赤贝肉ꎬ 蚶壳还… 试验 组幼虫和稚贝的特定生长 率与壳长明显优于单一投 喂试验… 延长ꎬ 幼虫的生长变慢且眼点幼虫比 例下降ꎬ 持续饥饿情况下…","https://xuebao.dlou.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=5697","https://scholar.google.com/scholar?q=related:Fy-ZdVqVjSEJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"程佳威, 李世国, 李茜, 战爱斌","海鞘生物黏附机制及应用研究进展",2021,"大连海洋大学学报","xuebao.dlou.edu.cn","https://xuebao.dlou.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=5764","",35,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,4,2,"… 近椭 圆形ꎬ 前端较窄ꎬ 内有眼点ꎮ 蝌蚪形的海鞘幼体经 间歇性… 枝蛋 白ASP-1ꎮ NBT 染色试验 表明ꎬ 此蛋白质含有 DOPAꎬ 且… ꎬ 通过模仿后生动物( 被囊动物, 棘皮动物, 环节动物) 体表的蛾眼…","https://xuebao.dlou.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=5764","https://scholar.google.com/scholar?q=related:AT-PJuYuvAcJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"李平民, 马贺兰","基督教与 “和谐世界” 的思想",2010,"历史教学问题","194.246.119.58","http://194.246.119.58/pdfs/cnkiImport/CJFD/LSJX201002006.pdf","",36,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,2,13,"… 教师要按照新课改的要求关注全体学生的终生 发展,把学生个性的健康成长作为新课程实施的 着 眼点和目标的同时,也要保证优秀的学生扩大和深 入学习,适应以学业为主的考试选拔的要求.…","http://194.246.119.58/pdfs/cnkiImport/CJFD/LSJX201002006.pdf","https://scholar.google.com/scholar?q=related:jhrtWX9JAHoJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
124,"齐雨藻, 邹景忠, 梁松","中国沿海赤潮",2003,"北京: 科学出版社","ecsponline.com","http://www.ecsponline.com/yz/BA5F5C05E00DD4B1CA1E2B4ED51E6DD39000.pdf","https://scholar.google.com/scholar?cites=16643298568175640353&as_sdt=2005&sciodt=2007&hl=en",37,"2023-06-16 12:11:17","PDF","","","",,,,,124,6.20,41,3,20,"… 和香港举行 了南中国海红潮的预防和管理学术研讨会,并于12 … 赤潮生物培 养实验室,开展某些 赤潮生物的实验生态学和生理学… 有些种类具刺丝胞(trichocyst) 或搏动胞(pusule) 或眼点(eyespot).…","http://www.ecsponline.com/yz/BA5F5C05E00DD4B1CA1E2B4ED51E6DD39000.pdf","https://scholar.google.com/scholar?q=related:IV_gJt7f-OYJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"刘杰, 李明涛, 陈顺安, 姚俊, 石雷, 陈晓鸣","金斑蝶觅食求偶过程中的视觉嗅觉利用",2022,"昆虫学报","insect.org.cn","http://www.insect.org.cn/CN/10.16380/j.kcxb.2022.05.008","",38,"2023-06-16 12:11:17","","10.16380/j.kcxb.2022.05.008","","",,,,,0,0.00,0,6,1,"… 和异性,以迅速找到异性交配从而避免 时间的ñ费. ¤般认为视觉… (3%37*=5,%,5,5 在求偶中雄蝶 通过雌蝶前翅 腹面眼点识别雌蝶… ;=;<试验地点 试验于中国林业科学研究院高原林业研究所的 ù丰…","http://www.insect.org.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=6851","https://scholar.google.com/scholar?q=related:2iQGs18StuUJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
2,"黄炎坤","家禽生产",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=WcnsDwAAQBAJ&oi=fnd&pg=PT3&dq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&ots=rXuhxLZTaU&sig=okXb8Jo-6f9D84gNYBCbAwe3i2Q","https://scholar.google.com/scholar?cites=17501753700338873375&as_sdt=2005&sciodt=2007&hl=en",39,"2023-06-16 12:11:17","BOOK","","","",,,,,2,0.33,2,1,6,"… 有的集约化种禽场为了确保卫生防疫安全有效,场区内不种树, 避免鸟儿在树上栖息,以防病原 微生物通过鸟粪等杂物在场内传 播,继而引起传染病.场区内除道路及建筑物之外全部铺种草 坪,可起…","","https://scholar.google.com/scholar?q=related:H7QTH0O44vIJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
